"","family",".model_id",".model_desc",".key",".index",".value",".conf_lo",".conf_hi","as_of","start_date","end_date"
"16","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-08-31,0.0102242083860608,-3.80369639853633,3.82414481530845,2024-05-22,2015-01-01,2017-08-15
"17","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-01,0.0838276872881484,-3.73009291963424,3.89774829421054,2024-05-22,2015-01-01,2017-08-15
"18","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-02,0.239399136540991,-3.5745214703814,4.05331974346338,2024-05-22,2015-01-01,2017-08-15
"19","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-03,-0.799976162565724,-4.61389676948811,3.01394444435666,2024-05-22,2015-01-01,2017-08-15
"20","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-04,0.139619341960669,-3.67430126496172,3.95353994888306,2024-05-22,2015-01-01,2017-08-15
"21","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-05,0.120173199252677,-3.69374740766971,3.93409380617506,2024-05-22,2015-01-01,2017-08-15
"22","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-06,0.0851232696808944,-3.72879733724149,3.89904387660328,2024-05-22,2015-01-01,2017-08-15
"23","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-07,-0.0121192362734374,-3.82603984319582,3.80180137064895,2024-05-22,2015-01-01,2017-08-15
"24","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-08,0.0838276872881484,-3.73009291963424,3.89774829421054,2024-05-22,2015-01-01,2017-08-15
"25","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-09,0.239399136540991,-3.5745214703814,4.05331974346338,2024-05-22,2015-01-01,2017-08-15
"26","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-10,-0.799976162565724,-4.61389676948811,3.01394444435666,2024-05-22,2015-01-01,2017-08-15
"27","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-11,0.139619341960669,-3.67430126496172,3.95353994888306,2024-05-22,2015-01-01,2017-08-15
"28","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-12,0.120173199252677,-3.69374740766971,3.93409380617506,2024-05-22,2015-01-01,2017-08-15
"29","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-13,0.0851232696808944,-3.72879733724149,3.89904387660328,2024-05-22,2015-01-01,2017-08-15
"30","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-14,-0.0121192362734374,-3.82603984319582,3.80180137064895,2024-05-22,2015-01-01,2017-08-15
"31","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-15,0.0838276872881484,-3.73009291963424,3.89774829421054,2024-05-22,2015-01-01,2017-08-15
"32","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-16,0.239399136540991,-3.5745214703814,4.05331974346338,2024-05-22,2015-01-01,2017-08-15
"33","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-17,-0.799976162565724,-4.61389676948811,3.01394444435666,2024-05-22,2015-01-01,2017-08-15
"34","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-18,0.139619341960669,-3.67430126496172,3.95353994888306,2024-05-22,2015-01-01,2017-08-15
"35","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-19,0.120173199252677,-3.69374740766971,3.93409380617506,2024-05-22,2015-01-01,2017-08-15
"36","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-20,0.0851232696808944,-3.72879733724149,3.89904387660328,2024-05-22,2015-01-01,2017-08-15
"37","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-21,-0.0121192362734374,-3.82603984319582,3.80180137064895,2024-05-22,2015-01-01,2017-08-15
"38","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-22,0.0838276872881484,-3.73009291963424,3.89774829421054,2024-05-22,2015-01-01,2017-08-15
"39","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-23,0.239399136540991,-3.5745214703814,4.05331974346338,2024-05-22,2015-01-01,2017-08-15
"40","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-24,-0.799976162565724,-4.61389676948811,3.01394444435666,2024-05-22,2015-01-01,2017-08-15
"41","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-25,0.139619341960669,-3.67430126496172,3.95353994888306,2024-05-22,2015-01-01,2017-08-15
"42","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-26,0.120173199252677,-3.69374740766971,3.93409380617506,2024-05-22,2015-01-01,2017-08-15
"43","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-27,0.0851232696808944,-3.72879733724149,3.89904387660328,2024-05-22,2015-01-01,2017-08-15
"44","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-28,-0.0121192362734374,-3.82603984319582,3.80180137064895,2024-05-22,2015-01-01,2017-08-15
"45","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-29,0.0838276872881484,-3.73009291963424,3.89774829421054,2024-05-22,2015-01-01,2017-08-15
"46","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-09-30,0.239399136540991,-3.5745214703814,4.05331974346338,2024-05-22,2015-01-01,2017-08-15
"47","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-01,-0.812661181120085,-4.62658178804247,3.0012594258023,2024-05-22,2015-01-01,2017-08-15
"48","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-02,0.184005440939515,-3.62991516598287,3.9979260478619,2024-05-22,2015-01-01,2017-08-15
"49","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-03,0.157376085857499,-3.65654452106489,3.97129669277989,2024-05-22,2015-01-01,2017-08-15
"50","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-04,0.124697757656156,-3.68922284926623,3.93861836457854,2024-05-22,2015-01-01,2017-08-15
"51","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-05,0.0246823925725813,-3.78923821434981,3.83860299949497,2024-05-22,2015-01-01,2017-08-15
"52","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-06,0.127872276956432,-3.68604832996595,3.94179288387882,2024-05-22,2015-01-01,2017-08-15
"53","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-07,0.272633195630175,-3.54128741129221,4.08655380255256,2024-05-22,2015-01-01,2017-08-15
"54","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-08,-0.812661181120085,-4.62658178804247,3.0012594258023,2024-05-22,2015-01-01,2017-08-15
"55","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-09,0.184005440939515,-3.62991516598287,3.9979260478619,2024-05-22,2015-01-01,2017-08-15
"56","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-10,0.157376085857499,-3.65654452106489,3.97129669277989,2024-05-22,2015-01-01,2017-08-15
"57","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-11,0.124697757656156,-3.68922284926623,3.93861836457854,2024-05-22,2015-01-01,2017-08-15
"58","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-12,0.0246823925725813,-3.78923821434981,3.83860299949497,2024-05-22,2015-01-01,2017-08-15
"59","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-13,0.127872276956432,-3.68604832996595,3.94179288387882,2024-05-22,2015-01-01,2017-08-15
"60","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-14,0.272633195630175,-3.54128741129221,4.08655380255256,2024-05-22,2015-01-01,2017-08-15
"61","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-15,-0.812661181120085,-4.62658178804247,3.0012594258023,2024-05-22,2015-01-01,2017-08-15
"62","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-16,0.184005440939515,-3.62991516598287,3.9979260478619,2024-05-22,2015-01-01,2017-08-15
"63","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-17,0.157376085857499,-3.65654452106489,3.97129669277989,2024-05-22,2015-01-01,2017-08-15
"64","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-18,0.124697757656156,-3.68922284926623,3.93861836457854,2024-05-22,2015-01-01,2017-08-15
"65","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-19,0.0246823925725813,-3.78923821434981,3.83860299949497,2024-05-22,2015-01-01,2017-08-15
"66","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-20,0.127872276956432,-3.68604832996595,3.94179288387882,2024-05-22,2015-01-01,2017-08-15
"67","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-21,0.272633195630175,-3.54128741129221,4.08655380255256,2024-05-22,2015-01-01,2017-08-15
"68","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-22,-0.812661181120085,-4.62658178804247,3.0012594258023,2024-05-22,2015-01-01,2017-08-15
"69","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-23,0.184005440939515,-3.62991516598287,3.9979260478619,2024-05-22,2015-01-01,2017-08-15
"70","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-24,0.157376085857499,-3.65654452106489,3.97129669277989,2024-05-22,2015-01-01,2017-08-15
"71","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-25,0.124697757656156,-3.68922284926623,3.93861836457854,2024-05-22,2015-01-01,2017-08-15
"72","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-26,0.0246823925725813,-3.78923821434981,3.83860299949497,2024-05-22,2015-01-01,2017-08-15
"73","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-27,0.127872276956432,-3.68604832996595,3.94179288387882,2024-05-22,2015-01-01,2017-08-15
"74","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-28,0.272633195630175,-3.54128741129221,4.08655380255256,2024-05-22,2015-01-01,2017-08-15
"75","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-29,-0.812661181120085,-4.62658178804247,3.0012594258023,2024-05-22,2015-01-01,2017-08-15
"76","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-30,0.184005440939515,-3.62991516598287,3.9979260478619,2024-05-22,2015-01-01,2017-08-15
"77","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-10-31,0.157376085857499,-3.65654452106489,3.97129669277989,2024-05-22,2015-01-01,2017-08-15
"78","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-01,0.11513082041967,-3.69878978650272,3.92905142734206,2024-05-22,2015-01-01,2017-08-15
"79","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-02,-0.000473696257252173,-3.81439430317964,3.81344691066513,2024-05-22,2015-01-01,2017-08-15
"80","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-03,0.113946328352194,-3.69997427857019,3.92786693527458,2024-05-22,2015-01-01,2017-08-15
"81","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-04,0.306742254275074,-3.50717835264731,4.12066286119746,2024-05-22,2015-01-01,2017-08-15
"82","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-05,-0.781269953684566,-4.59519056060695,3.03265065323782,2024-05-22,2015-01-01,2017-08-15
"83","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-06,0.0989164267046453,-3.71500418021774,3.91283703362703,2024-05-22,2015-01-01,2017-08-15
"84","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-07,0.0936447719719153,-3.72027583495047,3.9075653788943,2024-05-22,2015-01-01,2017-08-15
"85","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-08,0.11513082041967,-3.69878978650272,3.92905142734206,2024-05-22,2015-01-01,2017-08-15
"86","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-09,-0.000473696257252173,-3.81439430317964,3.81344691066513,2024-05-22,2015-01-01,2017-08-15
"87","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-10,0.113946328352194,-3.69997427857019,3.92786693527458,2024-05-22,2015-01-01,2017-08-15
"88","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-11,0.306742254275074,-3.50717835264731,4.12066286119746,2024-05-22,2015-01-01,2017-08-15
"89","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-12,-0.781269953684566,-4.59519056060695,3.03265065323782,2024-05-22,2015-01-01,2017-08-15
"90","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-13,0.0989164267046453,-3.71500418021774,3.91283703362703,2024-05-22,2015-01-01,2017-08-15
"91","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-14,0.0936447719719153,-3.72027583495047,3.9075653788943,2024-05-22,2015-01-01,2017-08-15
"92","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-15,0.11513082041967,-3.69878978650272,3.92905142734206,2024-05-22,2015-01-01,2017-08-15
"93","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-16,-0.000473696257252173,-3.81439430317964,3.81344691066513,2024-05-22,2015-01-01,2017-08-15
"94","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-17,0.113946328352194,-3.69997427857019,3.92786693527458,2024-05-22,2015-01-01,2017-08-15
"95","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-18,0.306742254275074,-3.50717835264731,4.12066286119746,2024-05-22,2015-01-01,2017-08-15
"96","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-19,-0.781269953684566,-4.59519056060695,3.03265065323782,2024-05-22,2015-01-01,2017-08-15
"97","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-20,0.0989164267046453,-3.71500418021774,3.91283703362703,2024-05-22,2015-01-01,2017-08-15
"98","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-21,0.0936447719719153,-3.72027583495047,3.9075653788943,2024-05-22,2015-01-01,2017-08-15
"99","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-22,0.11513082041967,-3.69878978650272,3.92905142734206,2024-05-22,2015-01-01,2017-08-15
"100","AUTOMOTIVE",3,"RANDOMFOREST","prediction",2017-11-23,-0.000473696257252173,-3.81439430317964,3.81344691066513,2024-05-22,2015-01-01,2017-08-15
"101","BABY CARE",1,"PROPHET","prediction",2017-08-16,0,0,0,2024-05-22,2015-01-01,2017-08-15
"102","BABY CARE",1,"PROPHET","prediction",2017-08-17,0,0,0,2024-05-22,2015-01-01,2017-08-15
"103","BABY CARE",1,"PROPHET","prediction",2017-08-18,0,0,0,2024-05-22,2015-01-01,2017-08-15
"104","BABY CARE",1,"PROPHET","prediction",2017-08-19,0,0,0,2024-05-22,2015-01-01,2017-08-15
"105","BABY CARE",1,"PROPHET","prediction",2017-08-20,0,0,0,2024-05-22,2015-01-01,2017-08-15
"106","BABY CARE",1,"PROPHET","prediction",2017-08-21,0,0,0,2024-05-22,2015-01-01,2017-08-15
"107","BABY CARE",1,"PROPHET","prediction",2017-08-22,0,0,0,2024-05-22,2015-01-01,2017-08-15
"108","BABY CARE",1,"PROPHET","prediction",2017-08-23,0,0,0,2024-05-22,2015-01-01,2017-08-15
"109","BABY CARE",1,"PROPHET","prediction",2017-08-24,0,0,0,2024-05-22,2015-01-01,2017-08-15
"110","BABY CARE",1,"PROPHET","prediction",2017-08-25,0,0,0,2024-05-22,2015-01-01,2017-08-15
"111","BABY CARE",1,"PROPHET","prediction",2017-08-26,0,0,0,2024-05-22,2015-01-01,2017-08-15
"112","BABY CARE",1,"PROPHET","prediction",2017-08-27,0,0,0,2024-05-22,2015-01-01,2017-08-15
"113","BABY CARE",1,"PROPHET","prediction",2017-08-28,0,0,0,2024-05-22,2015-01-01,2017-08-15
"114","BABY CARE",1,"PROPHET","prediction",2017-08-29,0,0,0,2024-05-22,2015-01-01,2017-08-15
"115","BABY CARE",1,"PROPHET","prediction",2017-08-30,0,0,0,2024-05-22,2015-01-01,2017-08-15
"116","BABY CARE",1,"PROPHET","prediction",2017-08-31,0,0,0,2024-05-22,2015-01-01,2017-08-15
"117","BABY CARE",1,"PROPHET","prediction",2017-09-01,0,0,0,2024-05-22,2015-01-01,2017-08-15
"118","BABY CARE",1,"PROPHET","prediction",2017-09-02,0,0,0,2024-05-22,2015-01-01,2017-08-15
"119","BABY CARE",1,"PROPHET","prediction",2017-09-03,0,0,0,2024-05-22,2015-01-01,2017-08-15
"120","BABY CARE",1,"PROPHET","prediction",2017-09-04,0,0,0,2024-05-22,2015-01-01,2017-08-15
"121","BABY CARE",1,"PROPHET","prediction",2017-09-05,0,0,0,2024-05-22,2015-01-01,2017-08-15
"122","BABY CARE",1,"PROPHET","prediction",2017-09-06,0,0,0,2024-05-22,2015-01-01,2017-08-15
"123","BABY CARE",1,"PROPHET","prediction",2017-09-07,0,0,0,2024-05-22,2015-01-01,2017-08-15
"124","BABY CARE",1,"PROPHET","prediction",2017-09-08,0,0,0,2024-05-22,2015-01-01,2017-08-15
"125","BABY CARE",1,"PROPHET","prediction",2017-09-09,0,0,0,2024-05-22,2015-01-01,2017-08-15
"126","BABY CARE",1,"PROPHET","prediction",2017-09-10,0,0,0,2024-05-22,2015-01-01,2017-08-15
"127","BABY CARE",1,"PROPHET","prediction",2017-09-11,0,0,0,2024-05-22,2015-01-01,2017-08-15
"128","BABY CARE",1,"PROPHET","prediction",2017-09-12,0,0,0,2024-05-22,2015-01-01,2017-08-15
"129","BABY CARE",1,"PROPHET","prediction",2017-09-13,0,0,0,2024-05-22,2015-01-01,2017-08-15
"130","BABY CARE",1,"PROPHET","prediction",2017-09-14,0,0,0,2024-05-22,2015-01-01,2017-08-15
"131","BABY CARE",1,"PROPHET","prediction",2017-09-15,0,0,0,2024-05-22,2015-01-01,2017-08-15
"132","BABY CARE",1,"PROPHET","prediction",2017-09-16,0,0,0,2024-05-22,2015-01-01,2017-08-15
"133","BABY CARE",1,"PROPHET","prediction",2017-09-17,0,0,0,2024-05-22,2015-01-01,2017-08-15
"134","BABY CARE",1,"PROPHET","prediction",2017-09-18,0,0,0,2024-05-22,2015-01-01,2017-08-15
"135","BABY CARE",1,"PROPHET","prediction",2017-09-19,0,0,0,2024-05-22,2015-01-01,2017-08-15
"136","BABY CARE",1,"PROPHET","prediction",2017-09-20,0,0,0,2024-05-22,2015-01-01,2017-08-15
"137","BABY CARE",1,"PROPHET","prediction",2017-09-21,0,0,0,2024-05-22,2015-01-01,2017-08-15
"138","BABY CARE",1,"PROPHET","prediction",2017-09-22,0,0,0,2024-05-22,2015-01-01,2017-08-15
"139","BABY CARE",1,"PROPHET","prediction",2017-09-23,0,0,0,2024-05-22,2015-01-01,2017-08-15
"140","BABY CARE",1,"PROPHET","prediction",2017-09-24,0,0,0,2024-05-22,2015-01-01,2017-08-15
"141","BABY CARE",1,"PROPHET","prediction",2017-09-25,0,0,0,2024-05-22,2015-01-01,2017-08-15
"142","BABY CARE",1,"PROPHET","prediction",2017-09-26,0,0,0,2024-05-22,2015-01-01,2017-08-15
"143","BABY CARE",1,"PROPHET","prediction",2017-09-27,0,0,0,2024-05-22,2015-01-01,2017-08-15
"144","BABY CARE",1,"PROPHET","prediction",2017-09-28,0,0,0,2024-05-22,2015-01-01,2017-08-15
"145","BABY CARE",1,"PROPHET","prediction",2017-09-29,0,0,0,2024-05-22,2015-01-01,2017-08-15
"146","BABY CARE",1,"PROPHET","prediction",2017-09-30,0,0,0,2024-05-22,2015-01-01,2017-08-15
"147","BABY CARE",1,"PROPHET","prediction",2017-10-01,0,0,0,2024-05-22,2015-01-01,2017-08-15
"148","BABY CARE",1,"PROPHET","prediction",2017-10-02,0,0,0,2024-05-22,2015-01-01,2017-08-15
"149","BABY CARE",1,"PROPHET","prediction",2017-10-03,0,0,0,2024-05-22,2015-01-01,2017-08-15
"150","BABY CARE",1,"PROPHET","prediction",2017-10-04,0,0,0,2024-05-22,2015-01-01,2017-08-15
"151","BABY CARE",1,"PROPHET","prediction",2017-10-05,0,0,0,2024-05-22,2015-01-01,2017-08-15
"152","BABY CARE",1,"PROPHET","prediction",2017-10-06,0,0,0,2024-05-22,2015-01-01,2017-08-15
"153","BABY CARE",1,"PROPHET","prediction",2017-10-07,0,0,0,2024-05-22,2015-01-01,2017-08-15
"154","BABY CARE",1,"PROPHET","prediction",2017-10-08,0,0,0,2024-05-22,2015-01-01,2017-08-15
"155","BABY CARE",1,"PROPHET","prediction",2017-10-09,0,0,0,2024-05-22,2015-01-01,2017-08-15
"156","BABY CARE",1,"PROPHET","prediction",2017-10-10,0,0,0,2024-05-22,2015-01-01,2017-08-15
"157","BABY CARE",1,"PROPHET","prediction",2017-10-11,0,0,0,2024-05-22,2015-01-01,2017-08-15
"158","BABY CARE",1,"PROPHET","prediction",2017-10-12,0,0,0,2024-05-22,2015-01-01,2017-08-15
"159","BABY CARE",1,"PROPHET","prediction",2017-10-13,0,0,0,2024-05-22,2015-01-01,2017-08-15
"160","BABY CARE",1,"PROPHET","prediction",2017-10-14,0,0,0,2024-05-22,2015-01-01,2017-08-15
"161","BABY CARE",1,"PROPHET","prediction",2017-10-15,0,0,0,2024-05-22,2015-01-01,2017-08-15
"162","BABY CARE",1,"PROPHET","prediction",2017-10-16,0,0,0,2024-05-22,2015-01-01,2017-08-15
"163","BABY CARE",1,"PROPHET","prediction",2017-10-17,0,0,0,2024-05-22,2015-01-01,2017-08-15
"164","BABY CARE",1,"PROPHET","prediction",2017-10-18,0,0,0,2024-05-22,2015-01-01,2017-08-15
"165","BABY CARE",1,"PROPHET","prediction",2017-10-19,0,0,0,2024-05-22,2015-01-01,2017-08-15
"166","BABY CARE",1,"PROPHET","prediction",2017-10-20,0,0,0,2024-05-22,2015-01-01,2017-08-15
"167","BABY CARE",1,"PROPHET","prediction",2017-10-21,0,0,0,2024-05-22,2015-01-01,2017-08-15
"168","BABY CARE",1,"PROPHET","prediction",2017-10-22,0,0,0,2024-05-22,2015-01-01,2017-08-15
"169","BABY CARE",1,"PROPHET","prediction",2017-10-23,0,0,0,2024-05-22,2015-01-01,2017-08-15
"170","BABY CARE",1,"PROPHET","prediction",2017-10-24,0,0,0,2024-05-22,2015-01-01,2017-08-15
"171","BABY CARE",1,"PROPHET","prediction",2017-10-25,0,0,0,2024-05-22,2015-01-01,2017-08-15
"172","BABY CARE",1,"PROPHET","prediction",2017-10-26,0,0,0,2024-05-22,2015-01-01,2017-08-15
"173","BABY CARE",1,"PROPHET","prediction",2017-10-27,0,0,0,2024-05-22,2015-01-01,2017-08-15
"174","BABY CARE",1,"PROPHET","prediction",2017-10-28,0,0,0,2024-05-22,2015-01-01,2017-08-15
"175","BABY CARE",1,"PROPHET","prediction",2017-10-29,0,0,0,2024-05-22,2015-01-01,2017-08-15
"176","BABY CARE",1,"PROPHET","prediction",2017-10-30,0,0,0,2024-05-22,2015-01-01,2017-08-15
"177","BABY CARE",1,"PROPHET","prediction",2017-10-31,0,0,0,2024-05-22,2015-01-01,2017-08-15
"178","BABY CARE",1,"PROPHET","prediction",2017-11-01,0,0,0,2024-05-22,2015-01-01,2017-08-15
"179","BABY CARE",1,"PROPHET","prediction",2017-11-02,0,0,0,2024-05-22,2015-01-01,2017-08-15
"180","BABY CARE",1,"PROPHET","prediction",2017-11-03,0,0,0,2024-05-22,2015-01-01,2017-08-15
"181","BABY CARE",1,"PROPHET","prediction",2017-11-04,0,0,0,2024-05-22,2015-01-01,2017-08-15
"182","BABY CARE",1,"PROPHET","prediction",2017-11-05,0,0,0,2024-05-22,2015-01-01,2017-08-15
"183","BABY CARE",1,"PROPHET","prediction",2017-11-06,0,0,0,2024-05-22,2015-01-01,2017-08-15
"184","BABY CARE",1,"PROPHET","prediction",2017-11-07,0,0,0,2024-05-22,2015-01-01,2017-08-15
"185","BABY CARE",1,"PROPHET","prediction",2017-11-08,0,0,0,2024-05-22,2015-01-01,2017-08-15
"186","BABY CARE",1,"PROPHET","prediction",2017-11-09,0,0,0,2024-05-22,2015-01-01,2017-08-15
"187","BABY CARE",1,"PROPHET","prediction",2017-11-10,0,0,0,2024-05-22,2015-01-01,2017-08-15
"188","BABY CARE",1,"PROPHET","prediction",2017-11-11,0,0,0,2024-05-22,2015-01-01,2017-08-15
"189","BABY CARE",1,"PROPHET","prediction",2017-11-12,0,0,0,2024-05-22,2015-01-01,2017-08-15
"190","BABY CARE",1,"PROPHET","prediction",2017-11-13,0,0,0,2024-05-22,2015-01-01,2017-08-15
"191","BABY CARE",1,"PROPHET","prediction",2017-11-14,0,0,0,2024-05-22,2015-01-01,2017-08-15
"192","BABY CARE",1,"PROPHET","prediction",2017-11-15,0,0,0,2024-05-22,2015-01-01,2017-08-15
"193","BABY CARE",1,"PROPHET","prediction",2017-11-16,0,0,0,2024-05-22,2015-01-01,2017-08-15
"194","BABY CARE",1,"PROPHET","prediction",2017-11-17,0,0,0,2024-05-22,2015-01-01,2017-08-15
"195","BABY CARE",1,"PROPHET","prediction",2017-11-18,0,0,0,2024-05-22,2015-01-01,2017-08-15
